link_#,course_id,course_name,crosslist,duplicate,corequisite,preparation,prerequisite,similar_mooc
1963,MUIN 541,MUIN 541 Data Analytics : Music Marketing Decisions and Presentations,,,,,MUIN 522,
1964,MUIN 542,MUIN 542 Developing Copyright Laws and Business Models,,,,,MUIN 510,
1965,MUIN 598,MUIN 598 Internship,,,,,MUIN 510,
1966,MUIN 526,"MUIN 526 Music Supervision , Production and Creative Licensing",,,,,"MUIN 511, MUIN 510",
1967,PPD 542,PPD 542 Policy and Program Evaluation,,"PUAD 529, PUAD 525",,,PPD 502,
1968,PPD 675,Nonprofit Management and Leadership,,,,PPD 689,,"csr01877, csr02342, csr02209"
1969,PPDE 645,PPDE 645 Financial Management of Nonprofit Organizations,,PPD 541,,,,"csr01036, csr00919"
1970,PPDE 682,PPDE 682 Capstone in Nonprofit Leadership and Management,,,,,"PPD 542, PPD 675, PPD 689","csr02209, csr01877, csr02342"
1971,ANST 503,Advanced Pharmacology of Anesthesia Practice II,,,,,"ANST 501, ANST 502",
1972,ANST 504,Advanced Pathophysiology Related to Anesthesia Practice,,,,,"ANST 501, ANST 502",
1973,ANST 506,Advanced Principles of Nurse Anesthesia Practice,,,,,"ANST 505, ANST 504, ANST 503",
1974,ANST 507,ANST 507 Clinical Residency in Nurse Anesthesia II,,,,,"ANST 505, ANST 504, ANST 503",
1975,ANST 509,ANST 509 Advanced Clinical Residency in Nurse Anesthesia I,,,,,"ANST 505, ANST 507, ANST 506",
1976,ANST 513,ANST 513 Advanced Clinical Residency in Nurse Anesthesia III,,,,,ANST 511,
1977,ANST 514,Specialty Fellowship,,,,,ANST 513,
1978,NURS 507,NURS 507 Theory : Clinical Management of the Childbearing/Childrearing Family,,,,,NURS 503,
1979,NURS 600,NURS 600 Theory : Clinical Management of Adult Patients with Complex Medical Issues,,,,,"NURS 503, NURS 507",
1980,NURS 601,NURS 601 Clinical Practicum : Management of the Childbearing/Childrearing Family,,,,,NURS 600,
1981,NURS 603,NURS 603 Transforming Research Evidence into Practice,,,,,NURS 602,"khn00006, khn00016, khn00026, khn00036, khn00046, khn00056, khn00066, khn00076"
1982,NURS 604,NURS 604 Clinical Practicum : Management of Adult Patients with Complex Medical Issues,,,,,NURS 600,
1983,NURS 607,NURS 607 Theory : Family Primary Care,,,,,"NURS 503, NURS 600, NURS 602, NURS 603, NURS 507",
1984,SOWK 506,SOWK 506 Human Behavior and the Social Environment,,"SOWK 503, SOWK 505",,,,
1985,OT 534,OT 534 Health Promotion and Wellness,,OT 504,,,,
1986,OT 537,OT 537 Occupation-Centered Programs for the Community,,OT 570,,,,
1987,OT 538,OT 538 Current Issues in Practice : Adulthood and Aging,,OT 508,,,,
1988,OT 540,OT 540 Leadership Capstone,,OT 580,,,,"csr02209, csr01800"
1989,OT 545,OT 545 Advanced Seminar in Occupational Science,,OT 585,,,,
1990,OT 586,OT 586 Clinical Internship with Seminar,,OT 486,,,,
1991,ISE 532,Network Flows,,,,,"ISE 536, ISE 330",
1992,ISE 582,Web Technology for Industrial Engineering,,,,,ISE 382,
1993,SAE 541,SAE 541 Systems Engineering Theory and Practice,,ISE 541,,,,csr01634
1994,MUEN 526,MUEN 526 Guitar Ensemble,,MUEN 426,,,,
1995,MUEN 523,MUEN 523 University Wind Ensemble,,MUEN 423,,,,
1996,MUEN 525,MUEN 525 Wind and Percussion Chamber Music,,MUEN 425,,,,
1997,MUEN 527,MUEN 527 String Chamber Music,,MUEN 427,,,,
1998,MUEN 520,MUEN 520 USC Symphony,,MUEN 420,,,,
1999,MUEN 530,MUEN 530 Contemporary Music Ensemble,,MUEN 430,,,,
2000,PTE 507,Engineering and Economic Evaluation of Subsurface Reservoirs,,,,,PTE 464,
2001,PTE 508,Numerical Simulation of Subsurface Flow and Transport Processes,,,,PTE 507,,
2002,PTE 517,Testing of Wells and Aquifers,,,,,PTE 464,
2003,PTE 531,Enhanced Oil Recovery,,,,,"PTE 464, PTE 507",
2004,PTE 502,Advanced Reservoir Characterization,,,,,"PTE 411, PTE 461",
2005,PTE 503,Technology of Unconventional Oil and Gas Resources Development,,,,PTE 507,,csr01835
2006,PTE 505,Inverse Modeling for Dynamic Data Integration,,,,PTE 508,,
2007,PMEP 525,PMEP 525 Pharmacoeconomics I,,PMEP 538,,,,
2008,PMEP 526,PMEP 526 Pharmacoeconomics II,,,,,PMEP 525,
2009,PMEP 527,PMEP 527 Pharmacoeconomics III,,,,,"PMEP 525, PMEP 526",
2010,PMEP 535,PMEP 535 Behavioral Science and Policy in Healthcare,,"PMEP 529, PMEP 519",,PMEP 509,,
2011,PMEP 552,PMEP 552 Advanced Health Econometrics I,,,,,"PMEP 551, PPD 558",
2012,ECON 419,ECON 419 Advanced Econometrics,,,,,"ECON 318, MATH 226, MATH 225, MATH 125, MATH 126, ECON 317, ECON 305, ECON 303",
2013,ECON 603,Microeconomic Theory II,,,,,ECON 601,
2014,ECON 604,Game Theory,,,,,ECON 601,"csr00868, csr02233, csr01689, csr02210, csr00554"
2015,ECON 611,ECON 611 Probability and Statistics for Economists,,ECON 514,,,MATH 226,"khn00877, khn00897, khn00927, khn00937, khn00947, khn00881, khn00901, khn00911, khn00871, khn00891"
2016,ECON 688,Empirical Industrial Organization,,,,,"ECON 601, ECON 600, ECON 603, ECON 680, ECON 615, ECON 612",
2017,PCPA 506,Behavioral Sciences II,,,,,PCPA 503,
2018,PCPA 526,Clinical Skills II,,,,,PCPA 523,
2019,PCPA 546,Topics in Medicine II,,,,,PCPA 543,
2020,PCPA 509,Behavioral Sciences III,,,,,PCPA 506,
2021,PCPA 529,Clinical Skills III,,,,,PCPA 526,
2022,PCPA 549,Topics in Medicine III,,,,,PCPA 546,
2023,PCPA 532,PCPA 532 Clinical Skills IV,,,,,PCPA 529,
2024,PPD 524,PPD 524 Planning Theory,,PLUS 501,,,,
2025,PPD 525,PPD 525 Statistics and Arguing from Data,,PLUS 502,,,,
2026,PPD 526,PPD 526 Comparative International Development,,PLUS 505,,,,
2027,PPD 529,PPD 529 Legal Environment of Planning,,PLUS 509,,,,
2028,PPD 622,PPD 622 Seminar in Urban Development,,PLUS 541,,,,
2029,PPD 624,PPD 624 Local Economic Development : Theory and Finance,,PLUS 547,,,,
2030,PPD 625,PPD 625 Planning and Economic Development Finance,,PLUS 546,,,,
2031,RED 509,Market Analysis for Real Estate,,,,,RED 542,
2032,PPD 615,"PPD 615 Comparative Urbanization , Development , and Inequality",,PLUS 534,,,,
2033,PPD 618,PPD 618 Housing Facilities and Community Development,,PLUS 540,,,,
2034,PPD 619,PPD 619 Smart Growth and Urban Sprawl : Policy Debates and Planning Solutions,,PLUS 562,,,,
2035,PPD 617,PPD 617 Urban Demography and Growth,,PLUS 539,,,,
2036,PPD 620,PPD 620 General Plans,,PLUS 563,,,,
2037,PPD 690,PPD 690 Alternative Dispute Resolution,,PUAD 519,,,,
2038,PPD 627,PPD 627 Design Skills for Urban Planners,,PLUS 573,,,,
2039,PPD 557,Modeling and Operations Research,,,,,"PPD 525, PPD 502",csr01888
2040,PPD 630,PPD 630 Urban Economic Analysis,,PLUS 566,,,,
2041,PPD 635,PPD 635 Principles of Transportation Systems Analysis,,PLUS 582,,,,
2042,PPD 628,PPD 628 Urban Planning and Social Policy,,PLUS 552,,,,
2043,PPD 611,PPD 611 Policy Issues in Planning and Development,,PLUS 503,,,,
2044,PPD 612,PPD 612 Research and Analytical Techniques,,PLUS 504,,,,
2045,PPD 638,PPD 638 Integrative Seminar,,PLUS 591,,,"PPD 612, PPD 611",
2046,PPD 531,PPD 531L Planning Studio,,"PLUS 676, PLUS 576",,,,
2047,PPD 712,PPD 712 Seminar in Public Policy,,PUAD 626,,,"PPD 554, PPD 501",
2048,EDHP 679,Legal Issues in the Administration of Higher Education,,,,,EDHP 500,
2049,CMPP 541,CMPP 541a Producing Workshop,,"CMPP 541, CTPR 504",,,,
2050,CMPP 592,CMPP 592 Individual Project Seminar,,CTPR 592,,,,
2051,AME 544,Computer Control of Mechanical Systems,,,,,AME 451,
2052,PPD 540,PPD 540 Public Administration and Society,,PUAD 500,,,,
2053,PPD 546,PPD 546 Capstone in Public Administration,,,,,"PPD 542, PPD 540, PPD 557, PPD 545",
2054,PPD 541,PPD 541 Public Financial Management and Budgeting,,PPDE 645,,,,"csr01036, csr00919"
2055,PPD 661,PPD 661 Intergovernmental Management : Local Perspective,,PUAD 552,,,,
2056,PPD 662,PPD 662 Intergovernmental Management : State Perspective,,PUAD 553,,,,
2057,PPD 663,PPD 663 Intergovernmental Management : Federal Perspective,,PUAD 554,,,,
2058,PPD 669,PPD 669 Federal Management Systems,,PUAD 564,,,,
2059,PPD 670,PPD 670 Management of Intergovernmental Programs,,PUAD 566,,,,
2060,PPD 688,PPD 688 Business and Public Policy,,PUAD 557,,,PPD 501,
2061,PM 514,PM 514 Sexually Transmitted Infections : a Systems Approach,,,,"PM 512, PM 501",,
2062,PM 546,Biological Threats and Terrorism,,,,PM 512,,
2063,PM 540,Maternal and Child Nutrition : Practice and Policy,,,,PM 530,,
2064,PM 567,"Disasters , Conflict and Global Health",,,,"PM 512, PM 501",,
2065,PM 568,Ethical Issues in Global Health,,,,PM 501,,
2066,PM 577,"PM 577 Global Health , Law and Human Rights",,LAW 707,,,,
2067,PM 547,PM 547 Public Health Policy and Politics,,,,,PM 509,
2068,PPD 560,PPD 560 Methods for Policy Analysis,,PUAD 572,,,"PPD 554, PPD 502, PPD 501",
2069,PM 548,PM 548 Prevention and Public Policy,,,,,"PM 508, PM 512",
2070,PM 555,"Environmental Health , Policy and Practice",,,,PM 529,,
2071,PM 504,PM 504 Quality in Health Care,,,,,PM 508,
2072,PPD 561,PPD 561a Policy Analysis Practicum,,PUAD 589,,,,
2073,PPD 654,PPD 654 Information Technology Management in the Public Sector,,PPD 518,,,,
2074,PPD 656,PPD 656 Political Management : Theory and Applied Techniques,,PUAD 545,,,,
2075,PPD 673,PPD 673 Strategic Planning in the Public Sector,,PUAD 574,,,,
2076,PPD 587,PPD 587 Risk Analysis,ISE 587,,,,,csr01079
2077,PPD 647,PPD 647 Finance of the Public Sector,,PUAD 513,,,PPD 501,
2078,PPDE 660,Environmental Policy Design and Analysis,,,,,PPD 501,
2079,PPDE 661,Methods for Equity Analysis,,,,,PPD 558,
2080,SOCI 621,SOCI 621L Quantitative Methods and Statistics II,,,,,SOCI 521,"csr01735, csr00847, csr01566"
2081,ECON 610,Quantitative Analysis in Macroeconomics,,,,,"ECON 602, ECON 605",
2082,ECON 612,Econometric Theory,,,,,ECON 609,
2083,MSCR 571,MSCR 571 Music of the Great Liturgies,,MUCH 571,,,,
2084,MSCR 572,MSCR 572 Sacred Music Administration,,MUCH 572,,,,
2085,MSCR 590,MSCR 590 Directed Research,,MUCH 590,,,,
2086,MSCR 473,MSCR 473 Hymnology,,MUCH 473,,,,
2087,MSCR 474,MSCR 474 The Organ in Worship and Congregational Life,,MUCH 474,,,,
2088,EDCO 574,EDCO 574 School Counseling Practicum,,,,,"EDCO 541, EDCO 503",
2089,EDCO 575,EDCO 575 School Counseling Field Experience,,,,,EDCO 574,
2090,SCOR 502,SCOR 502 Individual Instruction in Advanced Screen Scoring,,"MUCO 545, MUCO 520",,,,
2091,SCOR 503,SCOR 503a Advanced Scoring for Motion Pictures and Television,,MUCO 440,,,,
2092,SCOR 504,SCOR 504a Orchestral Scoring,,MUCO 443,,,,
2093,SCOR 505,SCOR 505a Advanced Game Scoring and Integration,,MUCO 540,,,,
2094,SCOR 506,SCOR 506 Applied Techniques in Contemporary Scoring,,MUCO 522,,,,
2095,SCOR 511,SCOR 511a History of Film Scoring,,MUCO 442,,,,
2096,SCOR 521,"SCOR 521a Recording , Mixing and Editing for the Screen Composer",,MUCO 560,,,,
2097,SCOR 523,SCOR 523a Advanced Screen Scoring Technology,,MUCO 523,,,,
2098,BAEP 566,BAEP 566 Cases in Feasibility Analysis for Social Ventures,,BAEP 552,BAEP 591,,,
2099,BAEP 567,"Design , Develop , and Deliver",,,,,BAEP 556,
2100,SOWK 536,SOWK 536 Policy and Advocacy in Professional Social Work,,SOWK 534,,,,
2101,SOWK 544,"Social Work Practice With Individuals , Families , and Groups",,"SOWK 545, SOWK 543",,,,
2102,SOWK 546,Science of Social Work,,SOWK 562,,,,"khn00081, khn00085, khn00091, khn00095, khn00101, khn00105, khn00111, khn00115, khn00121, khn00125"
2103,SOWK 589,Applied Learning in Field Education,,SOWK 586,,,,
2104,SOWK 698,SOWK 698a Integrative Learning for Advanced Social Work Practice,,,,,"SOWK 589, SOWK 588",
2105,SOWK 699,Advanced Applied Learning in Field Education,,SOWK 686,,,"SOWK 589, SOWK 588",
2106,SSCI 580,Spatial Computing,,,,"INF 510, SSCI 581",,
2107,JOUR 593,Arts Criticism and Commentary,,,,,JOUR 591,
2108,DSR 574,DSR 574 Stem Cell and Developmental Biology Seminar Series,SCRM 574,,,,,
2109,DSR 620,DSR 620 Current Topics in Stem Cell Biology and Organogenesis,SCRM 620,,,,,
2110,DSR 610,DSR 610 Current Topics in Regenerative Medicine,SCRM 610,,,,,
2111,SCRM 515,SCRM 515 Bringing Stem Cells to the Clinic,,,,SCRM 513,,
2112,SCRM 590,SCRM 590 Independent Research,,,,,"SCRM 555, SCRM 522, SCRM 580, SCRM 524, SCRM 515, SCRM 513, SCRM 511",
2113,PR 504,"PR 504 Strategic Public Relations Research , Evaluation and Insights",,JOUR 504,,,"PR 508, JOUR 508",csr01115
2114,PR 508,PR 508 Introduction to Strategic Public Relations,,JOUR 508,,,,"csr01114, csr01118, csr01115, csr01116, csr01126"
2115,PR 510,"PR 510 Legal , Ethical and Social Foundations of Strategic Public Relations",,JOUR 510,,,,
2116,PR 527,PR 527 Multimedia Content Creation for Strategic Public Relations,,JOUR 527,,,"PR 508, JOUR 535, JOUR 508, PR 535",
2117,PR 535,PR 535 Writing for Strategic Public Relations,,JOUR 535,,,,"csr01114, csr01115, csr01116, csr01118"
2118,SAE 542,SAE 542 Advanced Topics in Systems Engineering,,ISE 542,,,,csr01634
2119,SAE 550,SAE 550 Systems Architecting and the Political Process,,ISE 550,,,,
2120,ISE 506,ISE 506 Lean Operations,SAE 551,SAE 551,,,,csr00134
2121,AME 521,Engineering Vibrations II,,,,,AME 420,
2122,AME 548,AME 548 Analytical Methods in Robotics,,,,,"EE 545, EE 482, AME 451",csr02289
2123,EE 587,Nonlinear and Adaptive Control,,,,,"EE 482, EE 585",
2124,EE 551,Principles of Radar,,,,,"EE 470, EE 364",
2125,EE 563,EE 563 Estimation Theory,,,,,EE 503,
2126,CE 525,CE 525 Engineering Mathematical Analysis,,CE 525,,,,
2127,CE 536,Structural Design for Dynamic Loads,,,,,"CE 459, CE 541",
2128,EDUC 516,EDUC 516 Framing the Social Context of High Needs Schools,,EDUC 517,,,,
2129,MTAL 505,MTAL 505 Teaching and Learning Music,,MUED 505,,,,csr00326
2130,MTAL 501,MTAL 501 Historical Foundations of Music Education,,MUED 501,,,,
2131,MTAL 504,MTAL 504 Psychological Foundations of Music,,MUED 504,,,,
2132,MTAL 594,MTAL 594a Master's Thesis,,MUED 594,,,,
2133,MTAL 590,MTAL 590 Directed Research,,MUED 590,,,,
2134,EDUC 596,"EDUC 596 English Language Learning Design , Teaching and Technology",,EDUC 540,,,,
2135,EDUC 639,EDUC 639 Approaches and Strategies for Language Teaching,,EDUC 561,,,,
2136,EDUC 649,EDUC 649 Teaching Practice to Support Language Learners,,EDUC 562,,,,
2137,EDUC 655,EDUC 655 Social Foundations of Language Education,,EDUC 565,,,,
2138,EDUC 656,EDUC 656 Applied Linguistics for English Language Educators,,"EDUC 571, EDUC 592",,,,csr01683
2139,THTR 556,Directing,,,,,THTR 555,
2140,THTR 558,Design for Directors,,,,,THTR 555,
2141,TRGN 515,TRGN 515 Advanced Human Genomic Analysis Methods,,,,,"TRGN 514, TRGN 510","csr00991, csr00059, csr02454"
2142,TRGN 516,"TRGN 516 Translational Genomics , Applied Databases and Datastructures",,,,,"TRGN 514, TRGN 510",
2143,TRGN 525,TRGN 525 Applications of Genomic Technology in Biomedical Research II,,,,,TRGN 524,
2144,TRGN 537,TRGN 537 Pathway and Target Discovery,,MEDS 537,,,,
2145,TRGN 544,TRGN 544 Biotechnology Entrepreneurship and Commercialization II,,,,,TRGN 543,
2146,TRGN 536,TRGN 536 Biotechnology Primer,,MEDS 536,,,,
2147,TRGN 538,TRGN 538 Seminar in Translational Biotechnology,,MEDS 538,,,,
2148,TRGN 539,TRGN 539 Translational Biotechnology Practicum,,MEDS 539,,,,
2149,TRGN 540,TRGN 540 Translational Biotechnology Capstone Preparation,,MEDS 540,,,,
2150,TRGN 541,TRGN 541 Translational Biotechnology Capstone Defense,,MEDS 541,,,"TRGN 540, TRGN 539",
2151,TRGN 542,TRGN 542 Biotechnology-based Therapeutics,,MEDS 542,,,,
2152,TRGN 545,TRGN 545 Exploring Chemical and Biological Therapeutic Modalities,,,,,TRGN 537,
2153,ANTH 577,ANTH 577L Advanced Anthropological Media Seminar,,,,,ANTH 576,
2154,CTWR 521,CTWR 521 Advanced Hour-Long Television Drama,,,CTWR 514,,,
2155,CTWR 534,CTWR 534 Advanced Half-Hour Television Comedy,,,CTWR 514,,,
2156,CTWR 502,Graduate Writing Symposium,,,,CNTV 501,,
2157,CTWR 537,CTWR 537 Advanced Half-Hour Comedy Series Pilot,,,,,CTWR 514,
2158,CTWR 539,CTWR 539 Advanced Hour-Long Drama Series Pilot,,,,,CTWR 514,
2159,CTWR 515,Practicum in Screenwriting,,,,,"CTWR 514, CTWR 515",
2160,CTWR 517,CTWR 517a Thesis in Half-Hour Television Comedy,,,CTWR 534,,CTWR 514,
2161,CTWR 519,CTWR 519a Thesis in Television Drama,,,CTWR 521,,CTWR 514,
2162,CTWR 559,The Business of Writing for Screen and Television,,,,,CTWR 514,csr00792
2163,CTWR 555,Pitching for Film and Television,,,,,"CTWR 514, CTWR 415, CTWR 305, CTWR 533",
2164,CTWR 557,Seminar in the Business of Writing and Producing Television,,,,,"CTWR 539, CTWR 537",
2165,CTWR 560,Advanced Business Practices for Writers,,,,,CTWR 559,
2166,CTWR 520,Advanced Scene Writing Workshop,,,,,"CTWR 514, CTWR 533",csr01505
2167,CTWR 522,Advanced Hour-Long Television Development,,,,,"CTWR 514, CTWR 529",
2168,CTWR 549,CTWR 549 Advanced Rewriting Workshop in Hour-Long Drama,,,,,CTWR 539,
2169,CTWR 550,Advanced Story Development,,,,,"CTWR 514, CTWR 529","csr01690, csr02211"
2170,CTWR 585,CTWR 585 Advanced Genre Writing,,,,,CTWR 514,csr01505
2171,CTPR 536,CTPR 536 Editing for Scriptwriters,,CTWR 536,,,,
2172,CBY 575,CBY 575 Biologic Basis of Oral-facial Disease,,CBY 575,,,,
2173,CBY 576,CBY 576 Biochemical Aspects of Periodontal Disease,,CBY 575,,,,
2174,LAW 631,LAW 631 Mediation Clinic II,,,,,LAW 630,
2175,PPD 687,Strategic Management in the Nonprofit Sector,,,,,"PPD 675, PPD 689",csr00705
2176,ALI 224,ALI 224 Low Intermediate Oral Skills,,ALI 210,,,,
2177,ALI 225,ALI 225 Low Intermediate Writing Skills,,ALI 210,,,,
2178,ALI 234,ALI 234 Intermediate Oral Skills,,ALI 220,,,,
2179,ALI 235,ALI 235 Intermediate Writing Skills,,ALI 220,,,,"csr01505, csr00766"
2180,ALI 244,ALI 244 High Intermediate Oral Skills,,"ALI 230, ALI 240",,,,
2181,ALI 245,ALI 245 High Intermediate Writing Skills,,"ALI 231, ALI 240",,,,
2182,ALI 254,ALI 254 Advanced Oral Skills,,ALI 259,,,,
2183,ALI 255,ALI 255 Advanced Writing Skills,,ALI 258,,,,"csr01505, csr01624, csr02449, csr00768"
2184,RSCI 520,RSCI 520 Introduction to Risk Management for Health Care Products,,MPTX 520,,,,
2185,IML 521,IML 521 Non-Fiction Cinematic Practice II,,,,,IML 520,
2186,SSCI 579,Geospatial Intelligence Tradecraft,,,,SSCI 581,,
2187,SSCI 578,The Practice of Geospatial Leadership,,,,SSCI 581,,"csr00898, csr01320, csr01467, csr02353"
2188,CMGT 581,CMGT 581 Media in Social Services : Design and Evaluation of Campaigns,,COMM 581,,,,
2189,HCDA 503,Competitive Health Care Intelligence and Pricing,,,,HCDA 501,,csr01063
2190,HCDA 525,Healthcare Literature Analysis and Applications,,,,HCDA 520,,
2191,CMGT 543,CMGT 543 Managing Communication in the Entertainment Industry,PR 583,,,,,
2192,EE 562,EE 562 Random Processes in Engineering,,EE 562,,,"EE 503, EE 441",
2193,CMGT 533,CMGT 533 Emerging Communication Technologies,,COMM 533,,,,"csr00717, csr00972, csr00993, csr00718, csr00973, csr00715, csr00970, csr00999, csr00713, csr00968"
2194,LAW 796,LAW 796 Immigration Clinic II,,,,,LAW 776,
2195,LAW 850,LAW 850 International Human Rights Clinic II,,,,,LAW 849,
2196,LAW 892,LAW 892 Post-Conviction Justice Seminar II,,,,,LAW 891,
2197,LAW 707,"LAW 707 Global Health , Law and Human Rights",,PM 577,,,,
2198,PR 501,PR 501 Advocacy Communications,,JOUR 501,,,,
2199,PR 534,PR 534 Case Studies in Public Relations,,JOUR 534,,,,"csr01114, csr01115, csr01116, csr01118"
2200,PR 536,"PR 536 Digital , Social and Mass Media Public Relations Strategies",,JOUR 536,,,,"csr01126, csr01117"
2201,PR 568,PR 568 Crisis Management in Strategic Public Relations,,JOUR 568,,,,
2202,PPD 657,PPD 657 Political Leadership in Public Organizations,,PUAD 546,,,,
2203,LAW 737,LAW 737 Small Business Clinic II,,,,,LAW 736,
2204,LAW 771,Intellectual Property and Technology Law Clinic I,,,"LAW 841, LAW 772",,,
2205,ARCH 614,Contemporary Issues in Architecture : A Critical Dialectic,,,,,"ARCH 214, ARCH 514",
2206,ARCH 573,Seismic Design,,,,,ARCH 313,
2207,DSO 529,DSO 529 Advanced Regression Analysis,,IOM 529,,,"GSBA 516, GSBA 506, GSBA 545, GSBA 524","csr00040, csr00396, csr00932, csr00007, csr00273, csr00692, csr00928, csr01588"
2208,PPD 651,PPD 651 Seminar in the Administration of Local Government,,PUAD 520,,,,
2209,ACCT 572,ACCT 572 Corporate Accounting and Reporting,,,,,GSBA 510,"csr01036, csr00919, csr00310, csr00881, csr01870, csr01893"
2210,ACCT 581,ACCT 581 Financial Statement Analysis,,,,,GSBA 510,csr00956
2211,FBE 553,Applied Portfolio Management,,,FBE 555,,"GSBA 548, GSBA 521",csr01079
2212,PPD 600,Management of Managed Care Organizations,,,,,"PPD 510, HMGT 565, HMGT 520, PPD 516, PPD 545",
2213,PPD 677,PPD 677 International Development Administration,,PUAD 581,,,,
2214,PPD 532,PPD 532L International Planning and Development Laboratory Workshop,,PLUS 575,,,,
